Segment_ID,DateTime,Segment_VAD_Emotion
13,2022-02-26 19:16:24+00:00,"{""valence"": 0.5762489417989419, ""arousal"": 0.4829003703703704, ""dominance"": 0.5649726719576721, ""emotion"": [0.12748677248677248, 0.15867724867724867, 0.1311904761904762, 0.1496825396825397, 0.075, 0.10777777777777778, 0.128015873015873, 0.06666666666666667]}"
14,2022-03-01 01:20:11+00:00,"{""valence"": 0.5762265873015873, ""arousal"": 0.4433859347442681, ""dominance"": 0.49281653439153444, ""emotion"": [0.10445326278659613, 0.07429453262786595, 0.05361552028218694, 0.06926807760141093, 0.042504409171075834, 0.06371252204585537, 0.05339506172839506, 0.0359347442680776]}"
15,2022-03-02 17:52:19+00:00,"{""valence"": 0.5305818160597573, ""arousal"": 0.5186973856209152, ""dominance"": 0.520456746031746, ""emotion"": [0.11876750700280111, 0.10700280112044817, 0.03585434173669468, 0.017647058823529415, 0.0058823529411764705, 0.06582633053221289, 0.021638655462184877, 0.05602240896358542]}"
16,2022-03-03 20:41:03+00:00,"{""valence"": 0.5747726190476191, ""arousal"": 0.5389171768707482, ""dominance"": 0.5732585034013605, ""emotion"": [0.08894557823129252, 0.1092687074829932, 0.023809523809523808, 0.09523809523809523, 0.01020408163265306, 0.030612244897959183, 0.0, 0.06675170068027211]}"
17,2022-03-04 21:05:12+00:00,"{""valence"": 0.5662405753968254, ""arousal"": 0.5332227182539683, ""dominance"": 0.6019806547619049, ""emotion"": [0.16071428571428573, 0.07093253968253967, 0.15625, 0.13888888888888887, 0.0798611111111111, 0.03819444444444444, 0.10069444444444443, 0.06597222222222222]}"
18,2022-03-06 20:43:50+00:00,"{""valence"": 0.6222977411477412, ""arousal"": 0.4931091575091575, ""dominance"": 0.5361043956043955, ""emotion"": [0.0456043956043956, 0.05384615384615384, 0.17136752136752137, 0.07722832722832723, 0.02564102564102564, 0.015384615384615385, 0.12179487179487179, 0.0]}"
19,2022-03-08 07:38:55+00:00,"{""valence"": 0.5976554511278197, ""arousal"": 0.46421109022556384, ""dominance"": 0.5552541979949874, ""emotion"": [0.030701754385964907, 0.06672932330827068, 0.05137844611528822, 0.02506265664160401, 0.0443609022556391, 0.02412280701754386, 0.01804511278195489, 0.006578947368421052]}"
20,2022-03-10 18:34:31+00:00,"{""valence"": 0.5491867724867724, ""arousal"": 0.5247863756613756, ""dominance"": 0.5859088624338625, ""emotion"": [0.19973544973544974, 0.20634920634920637, 0.11375661375661376, 0.19523809523809524, 0.125, 0.09166666666666667, 0.09166666666666667, 0.1369047619047619]}"
21,2022-03-11 15:37:48+00:00,"{""valence"": 0.5515649250440917, ""arousal"": 0.5256004188712522, ""dominance"": 0.5200835537918871, ""emotion"": [0.1380952380952381, 0.09226190476190475, 0.1447089947089947, 0.14503968253968255, 0.04682539682539682, 0.06349206349206349, 0.051587301587301584, 0.05753968253968253]}"
22,2022-03-13 06:13:15+00:00,"{""valence"": 0.5931662698412699, ""arousal"": 0.49146626984126984, ""dominance"": 0.5360549206349206, ""emotion"": [0.03333333333333333, 0.05555555555555555, 0.16833333333333333, 0.10722222222222223, 0.035555555555555556, 0.016666666666666666, 0.057222222222222216, 0.06666666666666667]}"
23,2022-03-14 04:32:41+00:00,"{""valence"": 0.6329178571428572, ""arousal"": 0.4575142857142857, ""dominance"": 0.5475214285714285, ""emotion"": [0.0857142857142857, 0.07857142857142857, 0.16230158730158728, 0.12222222222222222, 0.075, 0.06904761904761905, 0.11388888888888889, 0.059523809523809514]}"
24,2022-03-15 14:47:24+00:00,"{""valence"": 0.5579889417989418, ""arousal"": 0.5041652116402117, ""dominance"": 0.5573403968253969, ""emotion"": [0.057407407407407414, 0.03740740740740741, 0.065, 0.08666666666666667, 0.02333333333333333, 0.024074074074074074, 0.02333333333333333, 0.030740740740740742]}"
25,2022-03-17 03:35:09+00:00,"{""valence"": 0.5181430555555555, ""arousal"": 0.4991503472222222, ""dominance"": 0.4862875, ""emotion"": [0.04791666666666666, 0.056249999999999994, 0.03333333333333333, 0.034027777777777775, 0.026041666666666664, 0.12604166666666666, 0.027083333333333334, 0.11041666666666666]}"
26,2022-03-18 02:17:14+00:00,"{""valence"": 0.6818773809523809, ""arousal"": 0.5123255952380952, ""dominance"": 0.5679470238095237, ""emotion"": [0.021726190476190475, 0.014583333333333332, 0.025, 0.08214285714285714, 0.008333333333333333, 0.0375, 0.0625, 0.0]}"
27,2022-03-20 01:03:29+00:00,"{""valence"": 0.575925992063492, ""arousal"": 0.5101197420634921, ""dominance"": 0.5711965608465609, ""emotion"": [0.11699735449735449, 0.08657407407407407, 0.1302910052910053, 0.03125, 0.05357142857142857, 0.10856481481481482, 0.041666666666666664, 0.08713624338624337]}"
28,2022-03-22 03:09:34+00:00,"{""valence"": 0.5543602564102564, ""arousal"": 0.4884807692307693, ""dominance"": 0.5571846153846154, ""emotion"": [0.1487179487179487, 0.14615384615384616, 0.03461538461538462, 0.10897435897435896, 0.03461538461538462, 0.07179487179487179, 0.023931623931623933, 0.09743589743589744]}"
29,2022-03-23 03:13:57+00:00,"{""valence"": 0.5349256802721088, ""arousal"": 0.5410794217687073, ""dominance"": 0.5291494897959182, ""emotion"": [0.1392857142857143, 0.15901360544217688, 0.1173469387755102, 0.1649659863945578, 0.08333333333333334, 0.09523809523809523, 0.1554421768707483, 0.15714285714285717]}"
30,2022-03-24 14:57:14+00:00,"{""valence"": 0.5981520515716168, ""arousal"": 0.5022996517974779, ""dominance"": 0.5505123658949745, ""emotion"": [0.07796913231695841, 0.08178053830227743, 0.023847167325428197, 0.08115942028985508, 0.059420289855072465, 0.0670995670995671, 0.07424242424242423, 0.043478260869565216]}"
31,2022-03-26 23:24:30+00:00,"{""valence"": 0.6108850340136054, ""arousal"": 0.5073087301587301, ""dominance"": 0.5641157029478459, ""emotion"": [0.07341269841269842, 0.08928571428571429, 0.018650793650793647, 0.005952380952380952, 0.011904761904761904, 0.055555555555555546, 0.017857142857142856, 0.05952380952380952]}"
32,2022-03-28 03:17:53+00:00,"{""valence"": 0.5499779356060607, ""arousal"": 0.49460157828282836, ""dominance"": 0.5214039457070707, ""emotion"": [0.17351641414141414, 0.040751262626262635, 0.10789141414141414, 0.07247474747474747, 0.1542929292929293, 0.025126262626262625, 0.05845959595959596, 0.050694444444444445]}"
33,2022-03-28 15:12:52+00:00,"{""valence"": 0.587168837535014, ""arousal"": 0.45700686274509794, ""dominance"": 0.5345421802054154, ""emotion"": [0.049253034547152186, 0.05718954248366012, 0.07516339869281045, 0.06290849673202614, 0.05742296918767507, 0.0196078431372549, 0.04330065359477125, 0.02810457516339869]}"
34,2022-03-30 00:14:36+00:00,"{""valence"": 0.5105152313955885, ""arousal"": 0.4929119434137292, ""dominance"": 0.5217184523809524, ""emotion"": [0.13078488971346114, 0.14136002886002885, 0.07171201814058957, 0.08075396825396826, 0.028344671201814057, 0.06343795093795095, 0.02806122448979592, 0.0902236652236652]}"
35,2022-03-30 21:59:46+00:00,"{""valence"": 0.5342589285714286, ""arousal"": 0.4703214285714285, ""dominance"": 0.5053392857142857, ""emotion"": [0.14285714285714285, 0.09404761904761905, 0.18928571428571428, 0.07857142857142858, 0.014285714285714287, 0.09404761904761905, 0.023214285714285715, 0.06071428571428572]}"
36,2022-03-31 20:20:06+00:00,"{""valence"": 0.6525963403880072, ""arousal"": 0.5153716931216931, ""dominance"": 0.5442400793650795, ""emotion"": [0.08024691358024691, 0.10802469135802469, 0.1144179894179894, 0.07429453262786595, 0.03395061728395062, 0.07407407407407407, 0.05423280423280423, 0.05555555555555555]}"
37,2022-04-01 18:30:57+00:00,"{""valence"": 0.6529249373433583, ""arousal"": 0.4571747493734335, ""dominance"": 0.543894715956558, ""emotion"": [0.04626148705096073, 0.04553049289891395, 0.11138262322472849, 0.1270885547201337, 0.06255221386800335, 0.02286967418546366, 0.1071219715956558, 0.013366750208855471]}"
38,2022-04-03 18:01:00+00:00,"{""valence"": 0.6478977861319967, ""arousal"": 0.4275498746867168, ""dominance"": 0.5503547410192147, ""emotion"": [0.07558479532163742, 0.08310359231411862, 0.06547619047619048, 0.09502923976608187, 0.020676691729323307, 0.01804511278195489, 0.1054720133667502, 0.0]}"
39,2022-04-05 04:59:34+00:00,"{""valence"": 0.6448575187969924, ""arousal"": 0.5277611528822055, ""dominance"": 0.6327588972431076, ""emotion"": [0.06766917293233082, 0.0456140350877193, 0.039473684210526314, 0.07769423558897243, 0.03383458646616541, 0.0, 0.030701754385964907, 0.044360902255639094]}"
40,2022-04-07 05:31:54+00:00,"{""valence"": 0.5698050125313283, ""arousal"": 0.4854041144527987, ""dominance"": 0.49481422305764416, ""emotion"": [0.11973684210526318, 0.04956140350877193, 0.03508771929824561, 0.06190476190476189, 0.049999999999999996, 0.10365497076023392, 0.045614035087719294, 0.11535087719298247]}"
41,2022-04-09 15:52:29+00:00,"{""valence"": 0.5551535714285715, ""arousal"": 0.5292319940476191, ""dominance"": 0.6100955357142858, ""emotion"": [0.17455357142857142, 0.09285714285714286, 0.03757440476190476, 0.0943452380952381, 0.036458333333333336, 0.04375, 0.015625, 0.040625]}"
42,2022-04-10 23:01:16+00:00,"{""valence"": 0.542764880952381, ""arousal"": 0.5147870535714285, ""dominance"": 0.5465181547619048, ""emotion"": [0.1376488095238095, 0.2001488095238095, 0.15587797619047616, 0.15550595238095236, 0.05952380952380952, 0.13876488095238093, 0.12202380952380952, 0.04389880952380952]}"
43,2022-04-12 19:10:20+00:00,"{""valence"": 0.6129235347985348, ""arousal"": 0.4936465201465202, ""dominance"": 0.5844601648351648, ""emotion"": [0.152014652014652, 0.12637362637362634, 0.18589743589743588, 0.0641025641025641, 0.05128205128205128, 0.06227106227106227, 0.0737179487179487, 0.03021978021978022]}"
44,2022-04-13 14:13:54+00:00,"{""valence"": 0.5639051892551892, ""arousal"": 0.5079240537240537, ""dominance"": 0.5296449938949939, ""emotion"": [0.06025641025641026, 0.04893162393162393, 0.06025641025641026, 0.056410256410256404, 0.025, 0.03461538461538462, 0.09807692307692308, 0.11794871794871795]}"
45,2022-04-13 18:14:58+00:00,"{""valence"": 0.5699676470588235, ""arousal"": 0.47710686274509806, ""dominance"": 0.5414946078431371, ""emotion"": [0.08088235294117647, 0.07352941176470588, 0.06862745098039215, 0.06372549019607843, 0.03872549019607843, 0.034313725490196074, 0.0392156862745098, 0.04411764705882353]}"
46,2022-04-15 00:05:19+00:00,"{""valence"": 0.640741335978836, ""arousal"": 0.46921697530864204, ""dominance"": 0.5674492504409172, ""emotion"": [0.013117283950617283, 0.01867283950617284, 0.05423280423280422, 0.0884920634920635, 0.07892416225749559, 0.01904761904761905, 0.07043650793650794, 0.01488095238095238]}"
47,2022-04-17 10:49:44+00:00,"{""valence"": 0.6142624542124543, ""arousal"": 0.5312104395604396, ""dominance"": 0.5407430402930402, ""emotion"": [0.09871794871794871, 0.0858974358974359, 0.14358974358974358, 0.1692307692307692, 0.07509157509157507, 0.044871794871794865, 0.11153846153846153, 0.07307692307692307]}"
48,2022-04-18 17:36:47+00:00,"{""valence"": 0.5916182900432901, ""arousal"": 0.4793643398268399, ""dominance"": 0.5564313852813852, ""emotion"": [0.10952380952380952, 0.03679653679653679, 0.05378787878787879, 0.10492424242424243, 0.016666666666666666, 0.05238095238095239, 0.048106060606060604, 0.060660173160173164]}"
49,2022-04-19 15:10:11+00:00,"{""valence"": 0.5737157936507936, ""arousal"": 0.46952039682539687, ""dominance"": 0.5424287301587302, ""emotion"": [0.09246031746031744, 0.053968253968253964, 0.10126984126984126, 0.09349206349206349, 0.04507936507936508, 0.0, 0.08238095238095239, 0.017857142857142856]}"
50,2022-04-20 01:56:38+00:00,"{""valence"": 0.5453003720238095, ""arousal"": 0.49873690476190463, ""dominance"": 0.5236950892857142, ""emotion"": [0.20840773809523808, 0.134375, 0.09479166666666668, 0.11830357142857142, 0.048958333333333326, 0.11927083333333333, 0.090625, 0.17038690476190474]}"
51,2022-04-21 06:50:33+00:00,"{""valence"": 0.5557219576719576, ""arousal"": 0.49185317460317457, ""dominance"": 0.556131746031746, ""emotion"": [0.15026455026455027, 0.11851851851851852, 0.05978835978835979, 0.17857142857142855, 0.04126984126984126, 0.10740740740740741, 0.031746031746031744, 0.12804232804232804]}"
52,2022-04-22 14:19:55+00:00,"{""valence"": 0.6114982993197279, ""arousal"": 0.4561368480725623, ""dominance"": 0.540514172335601, ""emotion"": [0.014285714285714287, 0.01904761904761905, 0.052040816326530605, 0.03786848072562358, 0.01836734693877551, 0.08174603174603175, 0.0929705215419501, 0.0]}"
53,2022-04-24 01:22:20+00:00,"{""valence"": 0.6531879709796377, ""arousal"": 0.48651301707551703, ""dominance"": 0.5789643658810327, ""emotion"": [0.009259259259259259, 0.024691358024691357, 0.11217332050665384, 0.11869688953022288, 0.039993185826519166, 0.009259259259259259, 0.09596961680295014, 0.037037037037037035]}"
54,2022-04-26 00:26:39+00:00,"{""valence"": 0.5448924823633157, ""arousal"": 0.5092161816578484, ""dominance"": 0.5470537698412697, ""emotion"": [0.04603174603174603, 0.11887125220458555, 0.11155202821869488, 0.1212962962962963, 0.1111111111111111, 0.04126984126984127, 0.0728395061728395, 0.0380952380952381]}"
55,2022-04-26 20:48:18+00:00,"{""valence"": 0.5985586734693876, ""arousal"": 0.47992346938775515, ""dominance"": 0.5447544217687075, ""emotion"": [0.06445578231292518, 0.05680272108843537, 0.12125850340136053, 0.09421768707482991, 0.03877551020408164, 0.047619047619047616, 0.08707482993197278, 0.022108843537414966]}"
56,2022-04-27 16:07:21+00:00,"{""valence"": 0.5038633286647992, ""arousal"": 0.5499510971055088, ""dominance"": 0.5435827497665733, ""emotion"": [0.1593137254901961, 0.16666666666666669, 0.03594771241830066, 0.08928571428571429, 0.0130718954248366, 0.10784313725490195, 0.032679738562091505, 0.11519607843137254]}"
57,2022-04-28 15:31:40+00:00,"{""valence"": 0.5808475694444445, ""arousal"": 0.5073521825396825, ""dominance"": 0.5524292162698412, ""emotion"": [0.04399801587301587, 0.05649801587301587, 0.02142857142857143, 0.11428571428571427, 0.02142857142857143, 0.04191468253968254, 0.04375, 0.028125]}"
58,2022-04-29 16:36:52+00:00,"{""valence"": 0.630312619047619, ""arousal"": 0.4827039285714287, ""dominance"": 0.5721394047619047, ""emotion"": [0.0, 0.06964285714285715, 0.16892857142857143, 0.1576190476190476, 0.015476190476190477, 0.019642857142857142, 0.11547619047619047, 0.0]}"
59,2022-04-30 17:55:16+00:00,"{""valence"": 0.5776808201058201, ""arousal"": 0.4720036375661375, ""dominance"": 0.5141951719576721, ""emotion"": [0.05423280423280423, 0.05092592592592592, 0.126521164021164, 0.04133597883597884, 0.013888888888888888, 0.053240740740740734, 0.03988095238095238, 0.0667989417989418]}"
60,2022-05-01 23:33:02+00:00,"{""valence"": 0.5463799377705627, ""arousal"": 0.4923168831168831, ""dominance"": 0.5275696428571429, ""emotion"": [0.0896103896103896, 0.11071428571428571, 0.1200892857142857, 0.12410714285714286, 0.048538961038961034, 0.054910714285714285, 0.05267857142857142, 0.054910714285714285]}"
61,2022-05-03 01:05:24+00:00,"{""valence"": 0.5761715674603176, ""arousal"": 0.44853718253968256, ""dominance"": 0.557959603174603, ""emotion"": [0.06416666666666666, 0.06416666666666666, 0.05138888888888889, 0.04722222222222222, 0.005555555555555555, 0.035476190476190474, 0.056527777777777774, 0.0475]}"
62,2022-05-03 14:32:55+00:00,"{""valence"": 0.5528021395271396, ""arousal"": 0.5057525474525474, ""dominance"": 0.5516646603396603, ""emotion"": [0.08208458208458207, 0.04224941724941725, 0.09307359307359307, 0.07625707625707626, 0.02564102564102564, 0.05586080586080586, 0.03263403263403263, 0.03583916083916084]}"
63,2022-05-03 20:15:48+00:00,"{""valence"": 0.5754009103641456, ""arousal"": 0.44250371148459383, ""dominance"": 0.5515459383753502, ""emotion"": [0.026960784313725485, 0.030882352941176472, 0.09859943977591035, 0.2299719887955182, 0.011764705882352941, 0.07009803921568628, 0.0907563025210084, 0.021568627450980395]}"
64,2022-05-05 01:12:31+00:00,"{""valence"": 0.6131354497354498, ""arousal"": 0.5023453703703704, ""dominance"": 0.5645535714285715, ""emotion"": [0.047619047619047616, 0.09484126984126984, 0.03333333333333333, 0.07671957671957672, 0.01984126984126984, 0.037698412698412696, 0.0, 0.05357142857142857]}"
65,2022-05-06 21:09:47+00:00,"{""valence"": 0.6160052083333333, ""arousal"": 0.4692109374999998, ""dominance"": 0.5268619791666667, ""emotion"": [0.010416666666666666, 0.08072916666666666, 0.010416666666666666, 0.049479166666666664, 0.0, 0.049479166666666664, 0.06249999999999999, 0.049479166666666664]}"
66,2022-05-07 17:27:44+00:00,"{""valence"": 0.6444818295739349, ""arousal"": 0.4560513784461153, ""dominance"": 0.533343045112782, ""emotion"": [0.07351712614870508, 0.060881370091896404, 0.08573517126148705, 0.09910192147034252, 0.0, 0.036758563074352546, 0.10891812865497078, 0.05430242272347535]}"
67,2022-05-09 14:46:44+00:00,"{""valence"": 0.536709126984127, ""arousal"": 0.5118485260770974, ""dominance"": 0.5080146258503403, ""emotion"": [0.13361678004535146, 0.16536281179138324, 0.10158730158730157, 0.06587301587301587, 0.047619047619047616, 0.1312358276643991, 0.031746031746031744, 0.1312358276643991]}"
68,2022-05-10 15:30:42+00:00,"{""valence"": 0.6024379409171077, ""arousal"": 0.4604308862433863, ""dominance"": 0.529772156084656, ""emotion"": [0.0796957671957672, 0.09126984126984126, 0.10185185185185186, 0.1316137566137566, 0.016203703703703703, 0.03571428571428571, 0.08564814814814815, 0.021825396825396824]}"
69,2022-05-11 19:23:57+00:00,"{""valence"": 0.5593078231292518, ""arousal"": 0.5351360544217687, ""dominance"": 0.5542142857142857, ""emotion"": [0.07993197278911565, 0.06972789115646258, 0.1904761904761905, 0.2619047619047619, 0.14285714285714285, 0.04591836734693877, 0.1904761904761905, 0.1173469387755102]}"
70,2022-05-12 20:14:46+00:00,"{""valence"": 0.5554345238095239, ""arousal"": 0.5259784798534798, ""dominance"": 0.5311625457875458, ""emotion"": [0.09935897435897435, 0.12179487179487179, 0.04945054945054945, 0.09752747252747253, 0.06547619047619047, 0.09615384615384616, 0.046245421245421234, 0.10576923076923077]}"
71,2022-05-14 03:47:41+00:00,"{""valence"": 0.6065630036630035, ""arousal"": 0.4888408424908425, ""dominance"": 0.554504761904762, ""emotion"": [0.08608058608058608, 0.14377289377289376, 0.11538461538461536, 0.1282051282051282, 0.07051282051282051, 0.0641025641025641, 0.12435897435897436, 0.05586080586080586]}"
72,2022-05-15 15:53:12+00:00,"{""valence"": 0.6026820512820513, ""arousal"": 0.4824948717948718, ""dominance"": 0.5316213675213676, ""emotion"": [0.11239316239316238, 0.2042735042735043, 0.06623931623931624, 0.07264957264957264, 0.02820512820512821, 0.04615384615384616, 0.1047008547008547, 0.041025641025641026]}"
73,2022-05-16 16:12:55+00:00,"{""valence"": 0.514823044217687, ""arousal"": 0.4996906462585035, ""dominance"": 0.5103011904761905, ""emotion"": [0.1369047619047619, 0.12738095238095237, 0.020833333333333332, 0.10714285714285714, 0.011904761904761904, 0.10952380952380951, 0.033418367346938774, 0.09166666666666666]}"
74,2022-05-17 06:02:54+00:00,"{""valence"": 0.5959609126984128, ""arousal"": 0.4681961061507936, ""dominance"": 0.5129781498015873, ""emotion"": [0.0828125, 0.0515625, 0.04955357142857143, 0.056770833333333326, 0.04027777777777777, 0.0484375, 0.051215277777777776, 0.048437499999999994]}"
75,2022-05-18 15:21:09+00:00,"{""valence"": 0.5885331428571428, ""arousal"": 0.4644466825396825, ""dominance"": 0.5226753174603175, ""emotion"": [0.009444444444444445, 0.017777777777777778, 0.06231746031746032, 0.03088888888888889, 0.02215873015873016, 0.019555555555555555, 0.040761904761904756, 0.010666666666666666]}"
76,2022-05-20 05:07:55+00:00,"{""valence"": 0.563645985060691, ""arousal"": 0.5034572362278245, ""dominance"": 0.5357326330532213, ""emotion"": [0.09640522875816994, 0.11111111111111112, 0.034873949579831934, 0.049253034547152186, 0.0, 0.07189542483660132, 0.09183006535947713, 0.05718954248366013]}"
77,2022-05-22 17:32:27+00:00,"{""valence"": 0.5793981074481075, ""arousal"": 0.5142236568986569, ""dominance"": 0.5889581807081806, ""emotion"": [0.043467643467643466, 0.10757020757020756, 0.0923076923076923, 0.17286324786324786, 0.08547008547008547, 0.057997557997558, 0.0950854700854701, 0.023931623931623933]}"
78,2022-05-24 01:42:02+00:00,"{""valence"": 0.586246978021978, ""arousal"": 0.5169851343101344, ""dominance"": 0.5587405982905983, ""emotion"": [0.08852258852258851, 0.1316849816849817, 0.039316239316239315, 0.12756410256410258, 0.023931623931623933, 0.06043956043956043, 0.041025641025641026, 0.06227106227106227]}"
79,2022-05-25 01:12:23+00:00,"{""valence"": 0.4714595959595959, ""arousal"": 0.5517361111111111, ""dominance"": 0.5499032828282828, ""emotion"": [0.17398989898989897, 0.23484848484848483, 0.018181818181818184, 0.08863636363636362, 0.04772727272727273, 0.1154040404040404, 0.03333333333333333, 0.07348484848484849]}"
80,2022-05-25 17:20:07+00:00,"{""valence"": 0.5911466517857142, ""arousal"": 0.489503943452381, ""dominance"": 0.5697756696428571, ""emotion"": [0.03601190476190476, 0.09657738095238094, 0.09999999999999999, 0.06897321428571428, 0.00625, 0.04791666666666666, 0.00625, 0.020833333333333332]}"
81,2022-05-26 12:45:26+00:00,"{""valence"": 0.5525479024943311, ""arousal"": 0.589486394557823, ""dominance"": 0.5622366780045353, ""emotion"": [0.14002267573696145, 0.18622448979591838, 0.060374149659863936, 0.0719954648526077, 0.09041950113378684, 0.09608843537414966, 0.0, 0.048469387755102046]}"
82,2022-05-27 02:32:21+00:00,"{""valence"": 0.6358860229276897, ""arousal"": 0.4686358024691358, ""dominance"": 0.5699002204585538, ""emotion"": [0.040873015873015874, 0.042195767195767196, 0.03910934744268077, 0.0925925925925926, 0.04228395061728395, 0.040873015873015874, 0.06820987654320988, 0.040873015873015874]}"
83,2022-05-28 21:24:42+00:00,"{""valence"": 0.5532688492063492, ""arousal"": 0.4311988095238095, ""dominance"": 0.5399120370370372, ""emotion"": [0.07142857142857142, 0.06746031746031744, 0.0853174603174603, 0.061177248677248684, 0.007936507936507936, 0.02738095238095238, 0.005555555555555556, 0.013888888888888888]}"
84,2022-05-31 00:01:23+00:00,"{""valence"": 0.5747092592592593, ""arousal"": 0.46221249999999997, ""dominance"": 0.5372183641975308, ""emotion"": [0.04969135802469135, 0.08765432098765431, 0.12469135802469136, 0.07515432098765433, 0.055092592592592596, 0.03425925925925926, 0.08364197530864198, 0.023611111111111114]}"
85,2022-06-01 23:14:52+00:00,"{""valence"": 0.5310357142857143, ""arousal"": 0.513329365079365, ""dominance"": 0.5400119047619046, ""emotion"": [0.20396825396825397, 0.1261904761904762, 0.06190476190476191, 0.009523809523809523, 0.019047619047619046, 0.06666666666666667, 0.04285714285714285, 0.15555555555555553]}"
86,2022-06-03 19:15:36+00:00,"{""valence"": 0.5243788580246913, ""arousal"": 0.5055195987654321, ""dominance"": 0.49995555555555554, ""emotion"": [0.08580246913580247, 0.07469135802469135, 0.03580246913580246, 0.06574074074074072, 0.06728395061728394, 0.06851851851851852, 0.017283950617283952, 0.06435185185185184]}"
87,2022-06-06 02:40:14+00:00,"{""valence"": 0.6175042735042735, ""arousal"": 0.48738049450549453, ""dominance"": 0.5665289987789989, ""emotion"": [0.07615995115995115, 0.20115995115995114, 0.10393772893772893, 0.1886446886446886, 0.036630036630036625, 0.0943223443223443, 0.11492673992673993, 0.1378205128205128]}"
