Segment_ID,DateTime,Segment_VAD_Emotion,Emotion_VAD
10,2016-07-03 18:55:19+00:00,"{""valence"": 0.7039725490196078, ""arousal"": 0.4818553221288515, ""dominance"": 0.5735616246498598, ""emotion"": [0.05252100840336134, 0.123109243697479, 0.10784313725490195, 0.20784313725490194, 0.04411764705882353, 0.07352941176470588, 0.20784313725490194, 0.05252100840336134]}","[{""valence"": 0.05566666666666666, ""arousal"": 0.6446666666666667, ""dominance"": 0.325}, {""valence"": 0.387, ""arousal"": 0.6559999999999999, ""dominance"": 0.6426}, {""valence"": 0.8875, ""arousal"": 0.62575, ""dominance"": 0.77875}, {""valence"": 0.7752000000000001, ""arousal"": 0.62, ""dominance"": 0.8534}, {""valence"": 0.6145, ""arousal"": 0.40249999999999997, ""dominance"": 0.506}, {""valence"": 0.18066666666666667, ""arousal"": 0.5236666666666666, ""dominance"": 0.3253333333333333}, {""valence"": 0.8732857142857142, ""arousal"": 0.553, ""dominance"": 0.7078571428571429}, {""valence"": 0.05566666666666666, ""arousal"": 0.6446666666666667, ""dominance"": 0.325}]"
11,2016-07-09 21:13:16+00:00,"{""valence"": 0.5650607142857142, ""arousal"": 0.46694404761904756, ""dominance"": 0.5019099206349206, ""emotion"": [0.16388888888888886, 0.12222222222222222, 0.16666666666666666, 0.0873015873015873, 0.058333333333333334, 0.10555555555555556, 0.10952380952380952, 0.14444444444444443]}","[{""valence"": 0.3206666666666666, ""arousal"": 0.6646666666666666, ""dominance"": 0.48783333333333334}, {""valence"": 0.28574999999999995, ""arousal"": 0.825, ""dominance"": 0.55325}, {""valence"": 0.6766666666666667, ""arousal"": 0.7063333333333333, ""dominance"": 0.5985000000000001}, {""valence"": 0.823, ""arousal"": 0.673, ""dominance"": 0.7416666666666667}, {""valence"": 0.66525, ""arousal"": 0.66175, ""dominance"": 0.47325}, {""valence"": 0.0844, ""arousal"": 0.6643999999999999, ""dominance"": 0.3712000000000001}, {""valence"": 0.8594999999999999, ""arousal"": 0.71575, ""dominance"": 0.7}, {""valence"": 0.26699999999999996, ""arousal"": 0.72675, ""dominance"": 0.528}]"
12,2016-07-13 22:33:56+00:00,"{""valence"": 0.6022087301587302, ""arousal"": 0.43890831608005526, ""dominance"": 0.49538816425120763, ""emotion"": [0.03260869565217391, 0.03623188405797101, 0.05120772946859903, 0.10410628019323671, 0.01973775017253278, 0.02898550724637681, 0.06932367149758453, 0.014492753623188404]}","[{""valence"": 0.3296666666666667, ""arousal"": 0.628, ""dominance"": 0.4503333333333333}, {""valence"": 0.31633333333333336, ""arousal"": 0.783, ""dominance"": 0.5643333333333334}, {""valence"": 0.8648333333333333, ""arousal"": 0.6335000000000001, ""dominance"": 0.6286666666666667}, {""valence"": 0.7295, ""arousal"": 0.47525000000000006, ""dominance"": 0.5936250000000001}, {""valence"": 0.8563333333333333, ""arousal"": 0.7233333333333333, ""dominance"": 0.7553333333333333}, {""valence"": 0.092, ""arousal"": 0.753, ""dominance"": 0.319}, {""valence"": 0.88925, ""arousal"": 0.598375, ""dominance"": 0.629875}, {""valence"": 0.031, ""arousal"": 0.802, ""dominance"": 0.43}]"
13,2016-08-04 18:08:52+00:00,"{""valence"": 0.6753284970238097, ""arousal"": 0.4292261904761905, ""dominance"": 0.5336521577380953, ""emotion"": [0.0078125, 0.028645833333333332, 0.10416666666666666, 0.18601190476190477, 0.06101190476190475, 0.020833333333333332, 0.14434523809523808, 0.03645833333333333]}","[{""valence"": 0.52, ""arousal"": 0.509, ""dominance"": 0.309}, {""valence"": 0.4575, ""arousal"": 0.43, ""dominance"": 0.27}, {""valence"": 0.7342000000000001, ""arousal"": 0.3994, ""dominance"": 0.5372}, {""valence"": 0.8214999999999999, ""arousal"": 0.46762499999999996, ""dominance"": 0.579625}, {""valence"": 0.7942499999999999, ""arousal"": 0.49975, ""dominance"": 0.53725}, {""valence"": 0.395, ""arousal"": 0.351, ""dominance"": 0.231}, {""valence"": 0.9391666666666666, ""arousal"": 0.5063333333333332, ""dominance"": 0.636}, {""valence"": 0.26, ""arousal"": 0.66, ""dominance"": 0.402}]"
14,2016-08-14 22:07:13+00:00,"{""valence"": 0.6194105921855921, ""arousal"": 0.43507585470085475, ""dominance"": 0.5079773504273504, ""emotion"": [0.05744810744810744, 0.05448717948717948, 0.06318681318681318, 0.06623931623931624, 0.0, 0.06987179487179486, 0.12283272283272283, 0.029151404151404152]}","[{""valence"": 0.19233333333333336, ""arousal"": 0.659, ""dominance"": 0.35966666666666663}, {""valence"": 0.373, ""arousal"": 0.492, ""dominance"": 0.33425}, {""valence"": 0.7224, ""arousal"": 0.5236, ""dominance"": 0.577}, {""valence"": 0.8193333333333334, ""arousal"": 0.46599999999999997, ""dominance"": 0.5720000000000001}, {""valence"": 0, ""arousal"": 0, ""dominance"": 0}, {""valence"": 0.21566666666666667, ""arousal"": 0.5048333333333334, ""dominance"": 0.27216666666666667}, {""valence"": 0.888125, ""arousal"": 0.58425, ""dominance"": 0.61025}, {""valence"": 0.041666666666666664, ""arousal"": 0.6603333333333333, ""dominance"": 0.3203333333333333}]"
15,2016-08-22 17:23:02+00:00,"{""valence"": 0.5932905328798187, ""arousal"": 0.47656539115646257, ""dominance"": 0.5122653061224489, ""emotion"": [0.1125, 0.11547619047619048, 0.11031746031746033, 0.09523809523809523, 0.023809523809523808, 0.03214285714285715, 0.07936507936507937, 0.08035714285714286]}","[{""valence"": 0.1345, ""arousal"": 0.81175, ""dominance"": 0.51425}, {""valence"": 0.20249999999999999, ""arousal"": 0.78525, ""dominance"": 0.44975}, {""valence"": 0.7157142857142856, ""arousal"": 0.5002857142857142, ""dominance"": 0.5614285714285715}, {""valence"": 0.7721666666666667, ""arousal"": 0.5873333333333333, ""dominance"": 0.8326666666666666}, {""valence"": 0.969, ""arousal"": 0.844, ""dominance"": 0.575}, {""valence"": 0.0555, ""arousal"": 0.8274999999999999, ""dominance"": 0.492}, {""valence"": 0.92025, ""arousal"": 0.6395, ""dominance"": 0.6125}, {""valence"": 0.2135, ""arousal"": 0.796, ""dominance"": 0.5365}]"
16,2016-09-08 16:16:11+00:00,"{""valence"": 0.5649430402930402, ""arousal"": 0.47138800366300365, ""dominance"": 0.4659040293040293, ""emotion"": [0.1315018315018315, 0.10512820512820513, 0.08278388278388278, 0.08736263736263736, 0.0597069597069597, 0.12893772893772892, 0.06675824175824176, 0.07692307692307693]}","[{""valence"": 0.37214285714285705, ""arousal"": 0.6451428571428571, ""dominance"": 0.46814285714285714}, {""valence"": 0.323, ""arousal"": 0.6917500000000001, ""dominance"": 0.3305}, {""valence"": 0.5439999999999999, ""arousal"": 0.577, ""dominance"": 0.5544}, {""valence"": 0.714875, ""arousal"": 0.518, ""dominance"": 0.639875}, {""valence"": 0.6342, ""arousal"": 0.5034, ""dominance"": 0.5446000000000001}, {""valence"": 0.4093333333333333, ""arousal"": 0.6278333333333334, ""dominance"": 0.4366666666666667}, {""valence"": 0.7451666666666666, ""arousal"": 0.44166666666666665, ""dominance"": 0.5673333333333334}, {""valence"": 0.2316666666666667, ""arousal"": 0.6646666666666666, ""dominance"": 0.33}]"
17,2016-09-26 02:08:39+00:00,"{""valence"": 0.6003157547699215, ""arousal"": 0.4729021885521887, ""dominance"": 0.5040302890011223, ""emotion"": [0.05381593714927048, 0.0606060606060606, 0.11141975308641976, 0.0999158249158249, 0.0854517396184063, 0.039001122334455664, 0.11029741863075197, 0.0]}","[{""valence"": 0.5126, ""arousal"": 0.5269999999999999, ""dominance"": 0.5372}, {""valence"": 0.32425000000000004, ""arousal"": 0.619, ""dominance"": 0.42825}, {""valence"": 0.601111111111111, ""arousal"": 0.49099999999999994, ""dominance"": 0.5627777777777777}, {""valence"": 0.7330909090909091, ""arousal"": 0.4882727272727273, ""dominance"": 0.6873636363636364}, {""valence"": 0.6851428571428572, ""arousal"": 0.5974285714285715, ""dominance"": 0.7165714285714285}, {""valence"": 0.27974999999999994, ""arousal"": 0.5735, ""dominance"": 0.40475000000000005}, {""valence"": 0.7762499999999999, ""arousal"": 0.5755, ""dominance"": 0.67475}, {""valence"": 0, ""arousal"": 0, ""dominance"": 0}]"
18,2016-10-04 21:49:07+00:00,"{""valence"": 0.6417133743449533, ""arousal"": 0.44336990202779675, ""dominance"": 0.5247196400091138, ""emotion"": [0.030701754385964907, 0.016290726817042606, 0.11318067897015266, 0.06892230576441101, 0.09125085440874914, 0.008771929824561403, 0.07894736842105261, 0.017942583732057416]}","[{""valence"": 0.25699999999999995, ""arousal"": 0.5936666666666667, ""dominance"": 0.6523333333333333}, {""valence"": 0.189, ""arousal"": 0.8160000000000001, ""dominance"": 0.6665000000000001}, {""valence"": 0.612375, ""arousal"": 0.479375, ""dominance"": 0.583125}, {""valence"": 0.7696, ""arousal"": 0.4553999999999999, ""dominance"": 0.6292}, {""valence"": 0.5554285714285715, ""arousal"": 0.5988571428571429, ""dominance"": 0.552}, {""valence"": 0.041, ""arousal"": 0.828, ""dominance"": 0.66}, {""valence"": 0.8363999999999999, ""arousal"": 0.46440000000000003, ""dominance"": 0.5814}, {""valence"": 0.33449999999999996, ""arousal"": 0.5, ""dominance"": 0.28900000000000003}]"
19,2016-10-14 00:44:53+00:00,"{""valence"": 0.5999552631578947, ""arousal"": 0.4506271929824561, ""dominance"": 0.5462675438596493, ""emotion"": [0.06052631578947368, 0.034210526315789476, 0.03903508771929825, 0.11359649122807017, 0.02850877192982456, 0.04298245614035088, 0.07850877192982456, 0.07631578947368421]}","[{""valence"": 0.4245, ""arousal"": 0.5155, ""dominance"": 0.48350000000000004}, {""valence"": 0.566, ""arousal"": 0.4613333333333333, ""dominance"": 0.5466666666666667}, {""valence"": 0.61725, ""arousal"": 0.47450000000000003, ""dominance"": 0.49450000000000005}, {""valence"": 0.8370000000000001, ""arousal"": 0.3545, ""dominance"": 0.6335}, {""valence"": 0.7393333333333333, ""arousal"": 0.6, ""dominance"": 0.7766666666666667}, {""valence"": 0.47425, ""arousal"": 0.5117499999999999, ""dominance"": 0.447}, {""valence"": 0.94275, ""arousal"": 0.3885, ""dominance"": 0.6325000000000001}, {""valence"": 0.5425, ""arousal"": 0.381, ""dominance"": 0.5690000000000001}]"
20,2016-10-19 19:38:52+00:00,"{""valence"": 0.64766, ""arousal"": 0.4799095833333332, ""dominance"": 0.5846783333333334, ""emotion"": [0.0, 0.016666666666666666, 0.0875, 0.08875, 0.06458333333333334, 0.026666666666666665, 0.1075, 0.008333333333333333]}","[{""valence"": 0, ""arousal"": 0, ""dominance"": 0}, {""valence"": 0.245, ""arousal"": 0.776, ""dominance"": 0.267}, {""valence"": 0.6434, ""arousal"": 0.5048, ""dominance"": 0.5566}, {""valence"": 0.7969999999999999, ""arousal"": 0.5787142857142857, ""dominance"": 0.7422857142857142}, {""valence"": 0.621, ""arousal"": 0.6216666666666667, ""dominance"": 0.7536666666666667}, {""valence"": 0.5389999999999999, ""arousal"": 0.6695, ""dominance"": 0.436}, {""valence"": 0.8365714285714285, ""arousal"": 0.5418571428571428, ""dominance"": 0.6549999999999999}, {""valence"": 0.583, ""arousal"": 0.433, ""dominance"": 0.465}]"
21,2016-10-31 22:37:18+00:00,"{""valence"": 0.626978050595238, ""arousal"": 0.48653199404761904, ""dominance"": 0.5405191220238096, ""emotion"": [0.04375, 0.06875, 0.09434523809523811, 0.06882440476190477, 0.04687499999999999, 0.03958333333333333, 0.041220238095238095, 0.010416666666666666]}","[{""valence"": 0.19399999999999998, ""arousal"": 0.8263333333333334, ""dominance"": 0.6226666666666666}, {""valence"": 0.30774999999999997, ""arousal"": 0.64225, ""dominance"": 0.47450000000000003}, {""valence"": 0.6024285714285715, ""arousal"": 0.48071428571428576, ""dominance"": 0.46585714285714286}, {""valence"": 0.7131666666666666, ""arousal"": 0.43616666666666665, ""dominance"": 0.5923333333333334}, {""valence"": 0.488, ""arousal"": 0.672, ""dominance"": 0.6323333333333333}, {""valence"": 0.14533333333333334, ""arousal"": 0.543, ""dominance"": 0.40833333333333327}, {""valence"": 0.8085, ""arousal"": 0.42375, ""dominance"": 0.6152500000000001}, {""valence"": 0.073, ""arousal"": 0.784, ""dominance"": 0.431}]"
22,2016-11-09 20:45:02+00:00,"{""valence"": 0.6112823713323713, ""arousal"": 0.4393823893698894, ""dominance"": 0.5281856661856662, ""emotion"": [0.03888888888888889, 0.046296296296296294, 0.009259259259259259, 0.10013227513227514, 0.032407407407407406, 0.046296296296296294, 0.014814814814814815, 0.04074074074074074]}","[{""valence"": 0.19725, ""arousal"": 0.42174999999999996, ""dominance"": 0.26649999999999996}, {""valence"": 0.10775, ""arousal"": 0.59975, ""dominance"": 0.31875}, {""valence"": 0.67, ""arousal"": 0.118, ""dominance"": 0.442}, {""valence"": 0.697888888888889, ""arousal"": 0.3961111111111111, ""dominance"": 0.6262222222222221}, {""valence"": 0.65, ""arousal"": 0.5166666666666666, ""dominance"": 0.746}, {""valence"": 0.10775, ""arousal"": 0.59975, ""dominance"": 0.31875}, {""valence"": 0.7515000000000001, ""arousal"": 0.28200000000000003, ""dominance"": 0.46599999999999997}, {""valence"": 0.26125, ""arousal"": 0.3945, ""dominance"": 0.3165}]"
23,2016-11-17 15:49:47+00:00,"{""valence"": 0.618657671957672, ""arousal"": 0.46350418871252214, ""dominance"": 0.5057701058201058, ""emotion"": [0.07175925925925924, 0.037037037037037035, 0.09645061728395062, 0.09149029982363316, 0.07361111111111111, 0.05191798941798942, 0.09027777777777778, 0.07592592592592591]}","[{""valence"": 0.34550000000000003, ""arousal"": 0.69475, ""dominance"": 0.41925}, {""valence"": 0.2005, ""arousal"": 0.6825, ""dominance"": 0.358}, {""valence"": 0.8964000000000001, ""arousal"": 0.5047999999999999, ""dominance"": 0.5672}, {""valence"": 0.8128571428571431, ""arousal"": 0.49442857142857133, ""dominance"": 0.6774285714285714}, {""valence"": 0.7985, ""arousal"": 0.49, ""dominance"": 0.47500000000000003}, {""valence"": 0.36250000000000004, ""arousal"": 0.605, ""dominance"": 0.368}, {""valence"": 0.9254999999999999, ""arousal"": 0.5522499999999999, ""dominance"": 0.56625}, {""valence"": 0.1835, ""arousal"": 0.70225, ""dominance"": 0.38725}]"
24,2016-11-22 15:29:37+00:00,"{""valence"": 0.6027043650793651, ""arousal"": 0.48592905643738976, ""dominance"": 0.5338798941798942, ""emotion"": [0.03395061728395062, 0.03395061728395062, 0.09188712522045855, 0.08910934744268079, 0.050617283950617285, 0.058024691358024696, 0.08633156966490302, 0.06481481481481483]}","[{""valence"": 0.281, ""arousal"": 0.835, ""dominance"": 0.6195}, {""valence"": 0.281, ""arousal"": 0.835, ""dominance"": 0.6195}, {""valence"": 0.8154285714285713, ""arousal"": 0.48271428571428565, ""dominance"": 0.6545714285714286}, {""valence"": 0.8504999999999999, ""arousal"": 0.49175, ""dominance"": 0.6533749999999999}, {""valence"": 0.6407499999999999, ""arousal"": 0.49324999999999997, ""dominance"": 0.52825}, {""valence"": 0.20074999999999998, ""arousal"": 0.539, ""dominance"": 0.2635}, {""valence"": 0.9359999999999999, ""arousal"": 0.4728333333333334, ""dominance"": 0.6395}, {""valence"": 0.42975, ""arousal"": 0.632, ""dominance"": 0.477}]"
25,2016-12-02 21:58:38+00:00,"{""valence"": 0.6340666666666667, ""arousal"": 0.4085403273809523, ""dominance"": 0.5178620535714286, ""emotion"": [0.037500000000000006, 0.025, 0.12767857142857142, 0.18035714285714285, 0.03705357142857143, 0.025, 0.11205357142857142, 0.025]}","[{""valence"": 0.323, ""arousal"": 0.5733333333333334, ""dominance"": 0.4143333333333333}, {""valence"": 0.449, ""arousal"": 0.624, ""dominance"": 0.501}, {""valence"": 0.6715, ""arousal"": 0.49712500000000004, ""dominance"": 0.5686249999999999}, {""valence"": 0.728090909090909, ""arousal"": 0.46481818181818185, ""dominance"": 0.629}, {""valence"": 0.6303333333333333, ""arousal"": 0.5223333333333333, ""dominance"": 0.5816666666666667}, {""valence"": 0.051, ""arousal"": 0.584, ""dominance"": 0.26449999999999996}, {""valence"": 0.7958571428571429, ""arousal"": 0.5044285714285714, ""dominance"": 0.5917142857142856}, {""valence"": 0.32699999999999996, ""arousal"": 0.4525, ""dominance"": 0.353}]"
26,2016-12-07 16:47:38+00:00,"{""valence"": 0.669046176046176, ""arousal"": 0.47732617544492545, ""dominance"": 0.569013964045214, ""emotion"": [0.0, 0.06944444444444445, 0.10924272486772486, 0.07149621212121211, 0.01810515873015873, 0.027777777777777776, 0.1121708152958153, 0.005208333333333333]}","[{""valence"": 0, ""arousal"": 0, ""dominance"": 0}, {""valence"": 0.47666666666666674, ""arousal"": 0.523, ""dominance"": 0.5313333333333333}, {""valence"": 0.6725000000000001, ""arousal"": 0.5271, ""dominance"": 0.5912}, {""valence"": 0.7631666666666667, ""arousal"": 0.517, ""dominance"": 0.657}, {""valence"": 0.7273333333333333, ""arousal"": 0.5236666666666667, ""dominance"": 0.49700000000000005}, {""valence"": 0.33599999999999997, ""arousal"": 0.5255000000000001, ""dominance"": 0.354}, {""valence"": 0.8368571428571429, ""arousal"": 0.5118571428571429, ""dominance"": 0.6342857142857142}, {""valence"": 0.583, ""arousal"": 0.433, ""dominance"": 0.465}]"
